Rank,Name,Country,Single
635,Lei Wang (汪磊),China,433.58
636,Duo Zheng (郑铎),China,433.66
637,David Adams,USA,433.73
638,Aleksa Radovanović,Serbia,433.81
639,Sujai Shakthivel,India,433.98
640,Yinghao Wang (王鹰豪),China,434.13
641,Francisco Hamlin,Argentina,434.21
642,Akash Rupela,India,434.22
643,Mitsuki Gunji (郡司光貴),Japan,434.49
644,Jacob Ambrose,USA,434.5
645,Aolin Tang (唐奥林),China,434.7
646,Vladyslav Zhyhailo (Владислав Жигайло),Ukraine,434.78
647,Ilya Nazarov,Russia,434.79
648,Marcel Pfeuti,Switzerland,434.83
649,Glib Vedmid,Ukraine,434.96
650,Zongyang Li (李宗阳),China,434.98
651,John Dirks,Germany,435.04
652,Henry Tang Kun Chung (鄧貫中),Hong Kong,435.08
653,Stanley Nerkowski IV,USA,435.3
654,Pei-Chun Tsao (曹培峻),Taiwan,435.46
655,Omar Ellabban,Canada,436.03
656,Christopher Sun,USA,436.24
657,Oliver Stremmelaar,Finland,436.26
658,Niko Ronkainen,Finland,436.27
659,Isaac Langer,USA,436.37
660,Mateo Tiul,USA,436.62
661,Ákos Dél,Hungary,436.68
662,Eric Limeback,Canada,436.72
663,Jose Carlos García Vélez,Colombia,436.82
664,Chengxiang Cui (崔程翔),China,436.93
665,Bogdan Briciu,Romania,437.19
666,Mattheo de Wit,Netherlands,437.2
667,Aaron Ariff,Malaysia,437.36
668,Wenyue Geng (耿文月),China,437.37
669,Dominik Vidaković,Croatia,437.51
670,Edward Lin,USA,437.62
671,Carsten Matheus,Germany,437.71
672,Lorenzo Mauro,Italy,437.91
673,Jeann Valdez,Australia,438.15
674,Jiongyang Zheng (郑炯扬),China,438.22
675,Daniel Mullen,USA,438.43
676,Adam Gradess,USA,438.45
677,Zihe Wang (王子何),China,438.55
678,Jorge Rafael Castañeda Sánchez,Mexico,438.58
679,Tyler Robinson,USA,438.59
680,Cornelius Dieckmann,Germany,438.6
681,He-Han Wu (吳和翰),Taiwan,438.68
682,Cedric Meysing,Germany,438.89
683,Tyler Halgren,USA,439.11
684,Caitlin Hutnyk,Canada,439.14
685,Henry Helmuth,USA,439.19
686,Diego Brizuela Crespo,Mexico,439.35
687,Eric Zhao,USA,439.45
688,Marc Tol,Netherlands,439.64
689,Georgy Vershinin,Russia,439.84
690,Dingze He (何定泽),China,440.01
691,Caleb Tay,Australia,440.03
692,Shangwen Li (李尚文),China,440.05
693,Michał Krasowski,Poland,440.05
694,Hargun Singh Tikku,India,440.06
695,Kai Liu (刘恺),China,440.3
696,Alex Asbery,New Zealand,440.38
697,Fubo Wang (王富博),China,440.4
698,Hong Xiang Loke,Malaysia,440.62
699,An Le,USA,440.67
700,Jiaxin Hou (侯家欣),China,440.98
701,Zhaoshuai Zhong (仲昭帅),China,441.02
702,Alyssa Bell,USA,441.12
703,Ishmam Mirza,USA,441.28
704,Richard Jay S. Apagar,Philippines,441.46
705,Vyacheslav Kochergin (Вячеслав Кочергин),Russia,441.58
706,Yun-Rong Chiang (江昀容),Taiwan,441.68
707,Joonas Silvennoinen,Finland,442.2
708,Joseph Daniel Blas Sanchez,Bolivia,442.32
709,Szabolcs Szántai,Hungary,442.35
710,Junqi Yang (杨俊淇),China,442.46
711,Kailin Sun (孙凯霖),China,442.5
712,Mattias Uvesten,Sweden,442.58
713,Peng Chen (陈鹏),China,442.58
714,Jefferson Fallas Rojas,Costa Rica,442.78
715,Justin Thomas,USA,442.81
716,Shujie Fang (方述杰),China,443.19
717,Will Callan,USA,443.31
718,Mitchell Hum,USA,443.51
719,Heng Wu (吴恒),China,443.6
720,Benjin Chen (陈本锦),China,443.77
721,Andreas Gröbmayr,Germany,443.79
722,Enrique Adolfo Delgado,Bolivia,443.99
723,Alikhan Yertursyn (Алихан Ертурсын),Kazakhstan,444.03
724,Tomáš Nguyen,Vietnam,444.19
725,Dominik Pasztetnik,Poland,444.32
726,Charlie van Ooran,Australia,444.4
727,Jiarong Ke (柯家荣),China,444.41
728,Tyler Hicks,USA,444.57
729,Yen-Chun Hua (華彥鈞),Taiwan,444.71
730,Bat-Erdene Sambuudolgor (Самбуудолгор Бат-Эрдэнэ),Mongolia,444.79
731,Rami Sbahi,USA,444.95
732,Lauri Korhonen,Finland,444.96
733,Nicolas Harper,USA,445.02
734,Xiaoke Xu (徐晓珂),China,445.04
735,Stepan Makarenko,Russia,445.14
736,Liam Uno Timour-Silveira,Norway,445.24
737,Nevins Chan Pak Hoong (陈百鸿),Malaysia,445.27
738,Dániel Varga,Hungary,445.36
739,Han Dong (董晗),China,445.36
740,Pedro Roque,Brazil,445.65
741,Jan Zych,Poland,445.84
742,Huan Yuan (袁欢),China,445.89
743,Aman Bhutani,USA,445.92
744,Nikhil Soares,India,446.02
745,Christopher Chi,USA,446.06
746,Yikai Wang (王奕凯),China,446.13
747,Adrian Walkowiak,Poland,446.29
748,Masahiro Hayashi (林真大),Japan,446.36
749,Helmer Ewert,Sweden,446.45
750,Cristian Javier Garcia Montejo,Guatemala,446.53
751,Will Russo,USA,446.53
752,Daniel Cano Salgado,Colombia,446.55
753,Quinten Andelhofs,Belgium,446.63
754,Simone Cilia,Italy,446.75
755,CJ Sheng,USA,446.91
756,Alexey Kislovskiy,Russia,446.92
757,Andrew Karbusicky,USA,447.09
758,Oliver Kugler,Slovakia,447.2
759,Jaemin Chang (장재민),Korea,447.27
760,Nguyễn An Phong,Vietnam,447.35
761,Mark Boyanowski,USA,447.62
762,Jorge Marín Segovia,Spain,447.76
763,Lev Maslov,Russia,448.05
764,Benjamin Riske,Australia,448.22
765,Devin Guerrero,USA,448.42
766,Ming-Hao Kang (康洺豪),Taiwan,448.45
767,Wei Wei (韦薇),China,448.47
768,Lê Đại Vệ,Vietnam,448.55
769,Logan McGraw,USA,448.58
770,Sameer Sethuram,USA,448.6
771,Sumeet Agarwal,USA,448.81
772,Brenton Angelo Lo Wong,Philippines,449.02
773,Jose Ortiz Jr.,USA,449.09
774,David Nguyen,USA,449.17
775,Tobiasz Rychlik,Poland,449.24
776,Hongyuan Tang (唐鸿远),China,449.29
777,Do Hyun Kwon (권도현),Korea,449.41
778,Julian Alejandro Forero Gonzalez,Colombia,449.5
779,Nathan Peck,USA,449.59
780,Lance Christian Montano Juarez,Philippines,449.69
781,Marquez Phan,Australia,449.85
782,Finn Trass,New Zealand,449.92
783,Manuel Popayán,Colombia,449.92
784,Shugo Kawashima (川島柊吾),Japan,450.36
785,Xi Zhang (张希),China,450.43
786,Agustín Bernasconi,Argentina,450.5
787,Juliette Sébastien,France,450.52
788,Nanbin Zhang (张楠彬),China,450.52
789,Zhiying Liang (梁芷瑛),China,450.68
790,Florian Truckenthanner,Austria,450.69
791,Yi Li (李燚),China,450.69
792,Isaac Adair Nava Ozorio,Mexico,450.8
793,Lang Yuan (袁朗),China,450.91
794,Alberto Pérez de Rada Fiol,Spain,451.36
795,Howard Wong Jun Yen (黄俊仁),Malaysia,451.63
796,Philippe Virouleau,France,451.74
797,Andrew Reich,USA,451.94
798,Chenxiao He (何辰骁),China,452.15
799,Zejia Ren (任泽佳),China,452.41
800,Manuel Malvárez,Uruguay,452.46
801,I-Hsun Li (李奕勳),Taiwan,452.52
802,Cale Schoon,USA,452.6
803,Shidong Zhang (张世东),China,452.76
804,Tian Chen (陈天),China,452.78
805,Ahmad Ilham Salahuddeen Bin Anuar,Malaysia,453.21
806,Trần Đình Anh,Vietnam,453.31
807,AJ Kamal,USA,453.31
808,Tang-Kai Huang (黃堂愷),Taiwan,453.43
809,Zeqin Chen (陈泽钦),China,453.48
810,Wataru Hashimura (端村航),Japan,453.7
811,Zach Goldman,USA,453.72
812,Robin Tschümperlin,Switzerland,454.61
813,Lucas O'Connell,New Zealand,454.68
814,Keener Zamudio Jambo,Peru,455.05
815,Jiayu Wang (王佳宇),China,455.2
816,Jinqiang Wang (王金强),China,455.22
817,Takashige Karino (狩野貴滋),Japan,455.41
818,Linus Buck,Germany,455.79
819,Juliana Gonzalez Silva,Colombia,455.79
820,Jason Harley,United Kingdom,455.83
821,Liam Wadek,New Zealand,455.89
822,Ting Sheng Bao Yang,Spain,456.0
823,Mateusz Zieliński,Poland,456.12
824,Mohammad Sadegh Majidi (محمد صادق مجیدی),Iran,456.32
825,Xuan Liu (刘璇),China,456.78
826,Zhi Li (李志),China,456.8
827,Daniel Escobar,Guatemala,456.91
828,Jacob Turrubiartes,USA,456.97
829,Magnus Storm Tallaksen,Norway,457.17
830,Madhav Singh,India,457.21
831,Sebastián Herrera Pomares,Costa Rica,457.23
832,Andrew Bae,USA,457.24
833,Chunyu Zhang (张春雨),China,457.3
834,Leon Schmidtchen,Germany,457.35
835,Chan Hay Yin (陳希言),Hong Kong,457.65
836,Gábor Slezák,Hungary,457.67
837,Phoenix Patterson,Australia,457.68
838,Qingbin Chen (陈庆斌),China,457.83
839,Yan-Rui Chen (陳彥叡),Taiwan,457.92
840,Qijun Miao (缪其隽),China,458.0
841,Jiahe Tang (唐嘉禾),China,458.03
842,Om Joshi,USA,458.1
843,Zhichun Li (李志纯),China,458.15
844,Allen Gustrowsky,USA,458.16
845,Chen Yang (杨宸),China,458.27
846,Riley Woo,USA,458.42
847,Arttu Puttonen,Finland,458.55
848,Kaloyan Galabinov,Bulgaria,458.68
849,Cheng-Ru Yang,New Zealand,458.81
850,Stephano Saucedo Reyes,Mexico,458.86
851,Jules Desjardin,France,458.96
852,Damián Campos,Argentina,459.06
853,Chan Hui Tung (陳許瞳),Hong Kong,459.18
854,George Scholey,United Kingdom,459.28
855,Chung-Han Hsu (許鍾瀚),Taiwan,459.36
856,Yang Li (李扬),China,459.42
857,Anthony Lafourcade,France,459.44
858,Stephen Griggs,USA,459.45
859,Coren Broughton,Canada,459.51
860,Yee Wei Ji,Singapore,459.51
861,Yuze Li (李雨泽),China,459.52
862,Dongzhe Li (李东哲),China,459.58
863,Max Sun,Canada,459.76
864,Nordarwish Akmal Bin Noor Ibrahim,Malaysia,459.81
865,Darja Makurina,Latvia,459.89
866,Tyler Johnson,USA,459.89
867,Juan Carlos Domínguez Pérez,Mexico,460.1
868,Michel Andre Gonzaga Quijano,Peru,460.16
869,Edoardo Disarò,Italy,460.29
870,Brian Acuña,Philippines,460.32
871,Hong Tan Lam,Norway,460.35
872,Xujia Lei (雷旭嘉),China,460.71
873,Tanzer Balimtas,USA,460.82
874,Zakareya Benbihi,France,460.97
875,Vladislavs Baranovs,Latvia,461.13
876,Anna Battistini,Italy,461.15
877,Vladislav Kaminskiy,Belarus,461.4
878,Shek Ho Hin (石灝軒),Hong Kong,461.55
879,Itthikorn Jittaveeroj (อิทธิกร จิตทวีโรจน์),Thailand,461.68
880,Jiahua Zhang (张家华),China,461.77
881,Jinhao Zheng (郑金昊),China,461.79
882,Monty Wain,Australia,461.96
883,Ricardo Olea Catalán,Germany,461.98
884,Ung Ren Jun,Malaysia,462.02
885,Zihao Wang (王子豪),China,462.06
886,Henry Savich,USA,462.09
887,Jia-He Lai (賴佳禾),Taiwan,462.13
888,Dávid Balog,Hungary,462.21
889,Serena Jones,New Zealand,462.31
890,Vicente Astroza,Chile,462.38
891,Pranav Veera,USA,462.52
892,Luka Jankovic,Serbia,462.57
893,Yaroslav Mikhaylov,Russia,462.84
894,Yuxuan Pan (潘宇轩),China,462.95
895,Colin Cayen,Canada,462.98
896,Dhanasit Srijamorn,New Zealand,463.06
897,José Leonardo Chaparro Prieto,Colombia,463.09
898,Eason Siew Ee Son (蕭奕晨),Malaysia,463.15
899,Zac Graham,Australia,463.22
900,Connor Reid,USA,463.33
901,Aldo José Gramajo de León,Guatemala,463.43
902,Deniz Atak,USA,463.5
903,Zhengyu Zhao (赵正昱),China,463.5
904,Christopher G. Argueta,USA,463.7
905,Krish Shah-Nathwani,USA,463.78
906,Kristóf Veres,Hungary,463.84
907,Corey Sakowski,USA,463.94
908,Heejun Kim (김희준),Korea,464.16
909,Erik Bryland,Sweden,464.2
910,Lorenzo Vigani Poli,Italy,464.38
911,Viktor Kalmar,Austria,464.71
912,Callum McArthur-Mortell,Finland,464.97
913,Ivan Zabrodin,Russia,465.1
914,Federico Da Fonseca,Argentina,465.27
915,Jialong Liu (刘嘉龙),China,465.32
916,Ottfried Kejs,Germany,465.32
917,Duan-Lin He (何端綝),Taiwan,465.46
918,Aniketh Arya,India,465.54
919,Christian Saenz Valdivia,Peru,465.58
920,Alix Jack,France,465.66
921,Liam Orovec,Canada,465.69
922,Zhuoxi Yin (尹卓曦),China,465.8
923,Elvin Thorsen,Sweden,465.82
924,Gabriel Bergue Campos Borges,Brazil,465.89
925,Alan Zhao,Australia,466.01
926,Shonathon Collins,USA,466.06
927,Rodrigo Noe Gonzalez Hidalgo,Mexico,466.14
928,Cade Beck,USA,466.42
929,Junichiro Taniguchi (谷口淳一郎),Japan,466.44
930,Angel Torres Perez,Mexico,466.5
931,Yicheng Bao (包亦成),China,466.53
932,Jiacheng Peng (彭家诚),China,466.55
933,Hendry Cahyadi,Indonesia,466.6
934,Yu Zhou (周煜),China,466.63
935,Jun Fei (费俊),China,466.63
936,Brayden Wroten,USA,466.68
937,Angel Omar Pérez Cuate,Mexico,466.72
938,Jihu Mun,USA,466.76
939,Kaimu Chen (陈楷沐),China,466.76
940,Amir Husain,Kazakhstan,466.78
941,Kenneth Tran,Norway,466.83
942,Dawid Wójcik,Poland,466.92
943,Eduardo Antonio Lara Martínez,Mexico,467.04
944,Ash Black,USA,467.04
945,Max Granlund,Finland,467.34
946,Hui Hing Ho (許鑫豪),Hong Kong,467.72
947,Daniel Hicklin,USA,467.77
948,Mert Sağdınç,Turkey,467.87
949,Ziyi Chen (陈子怡),China,467.96
950,Thompson Clarke,Canada,467.99
951,Jerzy Chmiel,Poland,468.01
952,Haining Wang (王海宁),China,468.14
953,Micha Zahnd,Switzerland,468.22
954,Diego Boasso Vera,Brazil,468.38
955,Marie Vincent,France,468.4
956,Nicolás Shwkyng Monroy,Colombia,468.45
957,Gerson Natanael,Indonesia,468.72
958,Mason Langenderfer,USA,468.74
959,Can Gücüyener,Turkey,468.74
960,Grzegorz Szumigaj,Poland,468.77
961,Jérôme Carlier,Belgium,468.78
962,David Alberto García Moreno,Mexico,468.8
963,Dhruv Arora,India,469.33
964,Cole Wohlgemuth,USA,469.33
965,Sam Myung,USA,469.38
966,Marcus Siu,United Kingdom,469.43
967,Luke Van Laningham,USA,469.44
968,Linus Laurén,Finland,469.58
969,Volodymyr Korol (Володимир Король),Ukraine,469.71
970,César Abraham Briones Arreola,Mexico,469.74
971,Takayuki Tanaka (田中隆喜),Japan,469.78
972,Jianxu Chen (陈建旭),China,469.89
973,Carlo Glod,Luxembourg,470.14
974,Clyde Dencer Tutor,Philippines,470.14
975,Jiahui Zhu (朱嘉辉),China,470.19
976,Manuel Bühler,Switzerland,470.29
977,Lydia Workman,USA,470.33
978,Jorge Castillo Matas,Spain,470.72
979,Tomas Jankauskas,Lithuania,470.72
980,Niclas Mach,Germany,470.81
981,Ricardo Sierra Villalobos,Mexico,470.83
982,Jack Bellomy,USA,470.9
983,Kevin Arturo Huamán Ruiz,Peru,470.91
984,Altanbagana Altangerel (Алтангэрэл Алтанбагана),Mongolia,470.94
985,Matthieu Aubert,France,470.97
986,Dmitrii Dusheiko (Дмитрий Душейко),Russia,470.98
987,Matheus de Souza Rezende,Brazil,471.23
988,Lê Trần Đức,Vietnam,471.23
989,Brandon Poulton,United Kingdom,471.23
990,Julen Simón Iriarte,Spain,471.43
991,Bhavya Kumar,India,471.5
992,Mohammad Hosein Abbasi (محمد حسین عباسی),Iran,471.7
993,Hongshuo Wei (魏宏硕),China,471.73
994,Reinier Schippers,Netherlands,471.74
995,Timo Günthardt,Switzerland,471.75
996,Jure Gregorc,Slovenia,471.79
997,Yuanji Jiang (蒋元吉),China,471.79
998,Xiang-Fu Tian (田翔富),Taiwan,471.8
999,Matias Rasmussen,Denmark,471.84
1000,Kyra Joiner,USA,471.95
1001,Sui Gao (高随),China,471.96
1002,Aniq Bin Addy Zulkifly,Malaysia,472.02
1003,Jonathan Blöcher,Germany,472.02
1004,Chih-Chuan Yang (楊智全),Taiwan,472.08
1005,Yiting Chen (陈怡廷),China,472.15
1006,Daniel Goodman,USA,472.3
1007,Viktor Ejlertsson,Sweden,472.7
1008,Christopher Haslinger,Austria,472.77
1009,Angel Jesus Panebra Rodriguez,Peru,472.82
1010,Chuhao Guo (郭楚昊),China,472.87
1011,Jakub Grzyb,Poland,472.89
1012,Timur Kakhanovich,Belarus,473.04
1013,Xiaojing Zhang (张小静),China,473.07
1014,Kakeru Fukuda (福田翔),Japan,473.51
1015,Jason White,USA,473.53
1016,Daniel Jamrużka,Poland,473.53
1017,Hoàng Hà Thủy Tiên,Vietnam,473.57
1018,David Lim,New Zealand,473.69
1019,Jorge Alfageme Sotillos,Spain,473.77
1020,Daniel C. Bedoya,Bolivia,473.84
1021,Denis Gromov (Денис Громов),Russia,473.89
1022,Lucinda Zhou,USA,474.77
1023,Vladislav Kozhin,Russia,474.96
1024,Pablo César Martínez Ramírez,Mexico,475.17
1025,Chuhe Fang (方楚贺),China,475.2
1026,Matthew Lee,Canada,475.49
1027,Siyu Sun (孙思雨),China,475.59
1028,Norbert Héjja,Hungary,475.77
1029,Mohammed Aiman Koli,India,475.94
1030,Artem Yashkov,Russia,476.01
1031,Chilin Fang (方炽霖),China,476.08
1032,Martin Kraut,Germany,476.16
1033,Andrés Felipe Rubiano Forero,Colombia,476.27
1034,Zhanat Kazez (Жанат Казез),Kazakhstan,476.43
1035,Patryk Zawieja,Poland,476.6
1036,Sameer Chawla,USA,476.65
1037,Abhi Gawande,India,476.83
1038,William Harris,USA,476.84
1039,Hector David Martinez Argaez,Colombia,476.9
1040,Luis Angel Soto Castillo,Panama,476.93
1041,Mateusz Bednarczyk,Poland,477.03
1042,Cheng-Hua Wu (巫政樺),Taiwan,477.12
1043,Jakob Obleser,Germany,477.16
1044,Mannessah Kani,Australia,477.37
1045,Roy Lee,USA,477.4
1046,Han-Cyun Chen (陳翰群),Taiwan,477.53
1047,Bingqing Xiong (熊柄清),China,477.79
1048,Amauri Miguel Caballero,Dominican Republic,477.81
1049,Ivo Bakker,Netherlands,477.92
1050,Vito Kosasih (高耀梁),Indonesia,478.14
1051,Ben Stokes,United Kingdom,478.32
1052,Szymon Brzana,Poland,478.58
1053,Aral Askarov,Kazakhstan,478.59
1054,Xinjie Chen (陈信杰),China,478.68
1055,Pavlo Bondar (Павло Бондар),Ukraine,478.87
1056,Guido Dipietro,Argentina,478.88
1057,Jiankun Wu (吴健坤),China,478.95
1058,Marcos Meibel Corral Murillo,Mexico,479.27
1059,Daniel Esteban Rivera Diban,Peru,479.42
1060,Dylan Cossin,USA,479.6
1061,Kristoffer Vasehus,Denmark,479.64
1062,Anton Forsell,Sweden,479.71
1063,Timur Mavlyanov,Uzbekistan,479.72
1064,Jeisson Castrillon Calderón,Colombia,479.77
1065,Sydney Weaver,USA,479.78
1066,Urho Kinnunen,Finland,479.88
1067,Myles Jarman,Australia,479.93
1068,Chingizkhan Mukhametdinov,Russia,479.96
1069,Haodong Cheng (程昊东),China,480.08
1070,Minghao Zhou (周明昊),China,480.55
1071,Gustavo Carbajal González,Mexico,480.59
1072,Yujian Song (宋雨键),China,480.66
1073,Bintang Kurnia Putra,Indonesia,480.77
1074,Zheng Lin (林铮),China,480.89
1075,Maciej Czapiewski,Poland,480.91
1076,Jostin Alvarez,Costa Rica,480.94
1077,João Vinícius de Andrade Santos,Brazil,480.97
1078,Luke Cho,USA,481.06
1079,Yi-Jen Hsueh (薛以仁),Taiwan,481.15
1080,Adrien Neveu,France,481.17
1081,Baiqiang Dong (董百强),China,481.18
1082,Chetan Roger Dhanjal,India,481.43
1083,Bhargav Narasimhan,India,481.5
1084,Zeke Mackay,USA,481.53
1085,Teh Keng Foo (郑庆富),Malaysia,481.69
1086,Allan Tabriez Rosyada,Indonesia,481.71
1087,Bruno Lezama,Uruguay,481.75
1088,Jonas Rajagopal,USA,481.95
1089,Smrz Dancel,Philippines,482.04
1090,Amir Murzakarimov (Амир Мурзакаримов),Kazakhstan,482.06
1091,Christian Foyle,Australia,482.08
1092,Daniel Estrada Chávez,Mexico,482.08
1093,Kevin Nicolás Reyes Goya,Ecuador,482.28
1094,Chang Hong Liang,Singapore,482.3
1095,Jasper Murray,New Zealand,482.35
1096,Joshua Zhang,USA,482.41
1097,Zachary Friedman,USA,482.59
1098,John Eppley,USA,482.64
1099,Fengkai Zhang (张丰凯),China,482.64
1100,Marco Giordano,Italy,482.66
1101,Sébastien Auroux,Germany,482.7
1102,Emanuel Capule,Philippines,482.82
1103,Callum Goodyear,United Kingdom,482.9
1104,Abishua James Thomas,Canada,483.14
1105,Matthew Cook,Australia,483.25
1106,Jiayong Tian (田佳勇),China,483.27
1107,Yilin Yang (杨逸麟),China,483.38
1108,Liam Highducheck,Australia,483.43
1109,Jhon Alexander Taboada Temple,Peru,483.45
1110,Matías Ponte,Argentina,483.63
1111,Shao-Yu Hu (胡紹宇),Taiwan,483.73
1112,Guillaume David,Belgium,483.82
1113,Brady Metherall,Canada,483.84
1114,Phillip Hoff,USA,483.91
1115,Alaik Bhatia,India,484.02
1116,Lim Chun Yik,Malaysia,484.29
1117,Stanisław Dąbrowski,Poland,484.41
1118,Brian Allen,Australia,484.43
1119,Simon Kellum,USA,484.58
1120,Jurgen Lara,Guatemala,484.6
1121,Ibrahim Vajgel-Shedid,Canada,484.7
1122,Jolo Endona,Philippines,484.91
1123,Abhijeet Ghodgaonkar,India,485.09
1124,Angel Arrioja Landa,Mexico,485.21
1125,Ugnius Byron Braun,Lithuania,485.23
1126,Kobe Balin,USA,485.34
1127,David Ludwig,USA,485.36
1128,Linus Kunath,Germany,485.45
1129,Jon Meilstrup,USA,485.51
1130,Maksymilian Misiak,Poland,485.85
1131,Yen-Pin Xiao (蕭彥平),Taiwan,486.08
1132,Diego Villarreal Salinas,Mexico,486.23
1133,Miguel Ángel Hernández,Panama,486.24
1134,Wei Yuen Teh,Malaysia,486.3
1135,Ivan Krueger,USA,486.65
1136,Ethan Dennis,USA,486.7
1137,Vincentiu Tarsoaga,Romania,486.85
1138,Yevheniia Melnykova (Євгенія Мельникова),Ukraine,486.87
1139,Diego Serrano Martínez,Spain,486.88
1140,Leonid Palchenko (Леонід Пальченко),Ukraine,487.47
1141,Jakub Hamkało,Poland,487.56
1142,Mihály Horváth,Hungary,487.78
1143,Benjamin Stulken,USA,487.89
1144,Justin Gou,USA,487.91
1145,José Enrique Jiménez,El Salvador,488.01
1146,John Edison Ubaldo,Philippines,488.04
1147,Jithin Prakash,India,488.11
1148,Travis Burkett,USA,488.28
1149,Ethan Jan,USA,488.34
1150,Miguel Angel López Nerio,Mexico,488.47
1151,Park Sin Ho (박신호),Korea,488.68
1152,Xiao Sun (孙晓),China,488.84
1153,Aaron LoPrete,USA,488.89
1154,Patrick Hetco,Germany,488.9
1155,Shin Myeong Park (박신명),Korea,489.1
1156,Dan Pastushkov,USA,489.18
1157,Stephen Waller,United Kingdom,489.28
1158,Choi Hyo-jin (최효진),Korea,489.29
1159,Pietro Furbatto,Italy,489.48
1160,Josh Perkins,USA,489.51
1161,Léo Francoeur,Canada,489.56
