Rank,Name,Country,Single
636,Dmitry Kryuzban,Russia,433.38
637,Ruei-Jyun Chang (張睿鈞),Taiwan,433.5
638,Lei Wang (汪磊),China,433.58
639,Duo Zheng (郑铎),China,433.66
640,David Adams,USA,433.73
641,Aleksa Radovanović,Serbia,433.81
642,Sujai Shakthivel,India,433.98
643,Yinghao Wang (王鹰豪),China,434.13
644,Francisco Hamlin,Argentina,434.21
645,Akash Rupela,India,434.22
646,Mitsuki Gunji (郡司光貴),Japan,434.49
647,Jacob Ambrose,USA,434.5
648,Niko Ronkainen,Finland,434.69
649,Aolin Tang (唐奥林),China,434.7
650,Vladyslav Zhyhailo (Владислав Жигайло),Ukraine,434.78
651,Ilya Nazarov,Russia,434.79
652,Marcel Pfeuti,Switzerland,434.83
653,Glib Vedmid,Ukraine,434.96
654,Zongyang Li (李宗阳),China,434.98
655,John Dirks,Germany,435.04
656,Henry Tang Kun Chung (鄧貫中),Hong Kong,435.08
657,Stanley Nerkowski IV,USA,435.3
658,Pei-Chun Tsao (曹培峻),Taiwan,435.46
659,Omar Ellabban,Canada,436.03
660,Christopher Sun,USA,436.24
661,Oliver Stremmelaar,Finland,436.26
662,Isaac Langer,USA,436.37
663,Mateo Tiul,USA,436.62
664,Ákos Dél,Hungary,436.68
665,Eric Limeback,Canada,436.72
666,Jose Carlos García Vélez,Colombia,436.82
667,Chengxiang Cui (崔程翔),China,436.93
668,Bogdan Briciu,Romania,437.19
669,Mattheo de Wit,Netherlands,437.2
670,Aaron Ariff,Malaysia,437.36
671,Wenyue Geng (耿文月),China,437.37
672,Dominik Vidaković,Croatia,437.51
673,Edward Lin,USA,437.62
674,Carsten Matheus,Germany,437.71
675,Lorenzo Mauro,Italy,437.91
676,Jeann Valdez,Australia,438.15
677,Jiongyang Zheng (郑炯扬),China,438.22
678,Daniel Mullen,USA,438.43
679,Adam Gradess,USA,438.45
680,Zihe Wang (王子何),China,438.55
681,Jorge Rafael Castañeda Sánchez,Mexico,438.58
682,Tyler Robinson,USA,438.59
683,Cornelius Dieckmann,Germany,438.6
684,He-Han Wu (吳和翰),Taiwan,438.68
685,Alex Asbery,New Zealand,438.82
686,Cedric Meysing,Germany,438.89
687,Tyler Halgren,USA,439.11
688,Caitlin Hutnyk,Canada,439.14
689,Henry Helmuth,USA,439.19
690,Diego Brizuela Crespo,Mexico,439.35
691,Eric Zhao,USA,439.45
692,Marc Tol,Netherlands,439.64
693,Georgy Vershinin,Russia,439.84
694,Dingze He (何定泽),China,440.01
695,Caleb Tay,Australia,440.03
696,Shangwen Li (李尚文),China,440.05
697,Michał Krasowski,Poland,440.05
698,Hargun Singh Tikku,India,440.06
699,Simon Kellum,USA,440.27
700,Kai Liu (刘恺),China,440.3
701,Fubo Wang (王富博),China,440.4
702,Hong Xiang Loke,Malaysia,440.62
703,An Le,USA,440.67
704,Jiaxin Hou (侯家欣),China,440.98
705,Zhaoshuai Zhong (仲昭帅),China,441.02
706,Alyssa Bell,USA,441.12
707,Ishmam Mirza,USA,441.28
708,Richard Jay S. Apagar,Philippines,441.46
709,Vyacheslav Kochergin (Вячеслав Кочергин),Russia,441.58
710,Yun-Rong Chiang (江昀容),Taiwan,441.68
711,Joonas Silvennoinen,Finland,442.2
712,Joseph Daniel Blas Sanchez,Bolivia,442.32
713,Szabolcs Szántai,Hungary,442.35
714,Junqi Yang (杨俊淇),China,442.46
715,Kailin Sun (孙凯霖),China,442.5
716,Peng Chen (陈鹏),China,442.58
717,Mattias Uvesten,Sweden,442.58
718,Jefferson Fallas Rojas,Costa Rica,442.78
719,Justin Thomas,USA,442.81
720,Shujie Fang (方述杰),China,443.19
721,Will Callan,USA,443.31
722,Mitchell Hum,USA,443.51
723,Heng Wu (吴恒),China,443.6
724,Benjin Chen (陈本锦),China,443.77
725,Andreas Gröbmayr,Germany,443.79
726,Enrique Adolfo Delgado,Bolivia,443.99
727,Alikhan Yertursyn (Алихан Ертурсын),Kazakhstan,444.03
728,Tomáš Nguyen,Vietnam,444.19
729,Dominik Pasztetnik,Poland,444.32
730,Charlie van Ooran,Australia,444.4
731,Jiarong Ke (柯家荣),China,444.41
732,Tyler Hicks,USA,444.57
733,Yen-Chun Hua (華彥鈞),Taiwan,444.71
734,Bat-Erdene Sambuudolgor (Самбуудолгор Бат-Эрдэнэ),Mongolia,444.79
735,Rami Sbahi,USA,444.95
736,Lauri Korhonen,Finland,444.96
737,Nicolas Harper,USA,445.02
738,Xiaoke Xu (徐晓珂),China,445.04
739,Stepan Makarenko,Russia,445.14
740,Liam Uno Timour-Silveira,Norway,445.24
741,Andrew Karbusicky,USA,445.26
742,Nevins Chan Pak Hoong (陈百鸿),Malaysia,445.27
743,Dániel Varga,Hungary,445.36
744,Han Dong (董晗),China,445.36
745,Kait Rosenberg,Estonia,445.39
746,Pedro Roque,Brazil,445.65
747,Jan Zych,Poland,445.84
748,Huan Yuan (袁欢),China,445.89
749,Aman Bhutani,USA,445.92
750,Nikhil Soares,India,446.02
751,Christopher Chi,USA,446.06
752,Yikai Wang (王奕凯),China,446.13
753,Adrian Walkowiak,Poland,446.29
754,Masahiro Hayashi (林真大),Japan,446.36
755,Helmer Ewert,Sweden,446.45
756,Will Russo,USA,446.53
757,Cristian Javier Garcia Montejo,Guatemala,446.53
758,Daniel Cano Salgado,Colombia,446.55
759,Quinten Andelhofs,Belgium,446.63
760,Simone Cilia,Italy,446.75
761,CJ Sheng,USA,446.91
762,Alexey Kislovskiy,Russia,446.92
763,Oliver Kugler,Slovakia,447.2
764,Jaemin Chang (장재민),Korea,447.27
765,Nguyễn An Phong,Vietnam,447.35
766,Mark Boyanowski,USA,447.62
767,Jorge Marín Segovia,Spain,447.76
768,Lev Maslov,Russia,448.05
769,Benjamin Riske,Australia,448.22
770,Devin Guerrero,USA,448.42
771,Ming-Hao Kang (康洺豪),Taiwan,448.45
772,Wei Wei (韦薇),China,448.47
773,Lê Đại Vệ,Vietnam,448.55
774,Logan McGraw,USA,448.58
775,Sameer Sethuram,USA,448.6
776,Sumeet Agarwal,USA,448.81
777,Brenton Angelo Lo Wong,Philippines,449.02
778,Jose Ortiz Jr.,USA,449.09
779,David Nguyen,USA,449.17
780,Tobiasz Rychlik,Poland,449.24
781,Hongyuan Tang (唐鸿远),China,449.29
782,Do Hyun Kwon (권도현),Korea,449.41
783,Urho Kinnunen,Finland,449.47
784,Julian Alejandro Forero Gonzalez,Colombia,449.5
785,Nathan Peck,USA,449.59
786,Lance Christian Montano Juarez,Philippines,449.69
787,Arttu Puttonen,Finland,449.72
788,Marquez Phan,Australia,449.85
789,Manuel Popayán,Colombia,449.88
790,Shugo Kawashima (川島柊吾),Japan,450.36
791,Xi Zhang (张希),China,450.43
792,Agustín Bernasconi,Argentina,450.5
793,Juliette Sébastien,France,450.52
794,Nanbin Zhang (张楠彬),China,450.52
795,Zhiying Liang (梁芷瑛),China,450.68
796,Florian Truckenthanner,Austria,450.69
797,Yi Li (李燚),China,450.69
798,Isaac Adair Nava Ozorio,Mexico,450.8
799,Lang Yuan (袁朗),China,450.91
800,Alberto Pérez de Rada Fiol,Spain,451.36
801,Howard Wong Jun Yen (黄俊仁),Malaysia,451.63
802,Philippe Virouleau,France,451.74
803,Andrew Reich,USA,451.94
804,Chenxiao He (何辰骁),China,452.15
805,Zejia Ren (任泽佳),China,452.41
806,Manuel Malvárez,Uruguay,452.46
807,I-Hsun Li (李奕勳),Taiwan,452.52
808,Cale Schoon,USA,452.6
809,Shidong Zhang (张世东),China,452.76
810,Tian Chen (陈天),China,452.78
811,Ahmad Ilham Salahuddeen Bin Anuar,Malaysia,453.21
812,AJ Kamal,USA,453.31
813,Trần Đình Anh,Vietnam,453.31
814,Tang-Kai Huang (黃堂愷),Taiwan,453.43
815,Zeqin Chen (陈泽钦),China,453.48
816,Linus Laurén,Finland,453.68
817,Wataru Hashimura (端村航),Japan,453.7
818,Zach Goldman,USA,453.72
819,Robin Tschümperlin,Switzerland,454.61
820,Lucas O'Connell,New Zealand,454.68
821,Keener Zamudio Jambo,Peru,455.05
822,Jiayu Wang (王佳宇),China,455.2
823,Jinqiang Wang (王金强),China,455.22
824,Takashige Karino (狩野貴滋),Japan,455.41
825,Linus Buck,Germany,455.79
826,Juliana Gonzalez Silva,Colombia,455.79
827,Jason Harley,United Kingdom,455.83
828,Ting Sheng Bao Yang,Spain,456.0
829,Stephen Griggs,USA,456.09
830,Mateusz Zieliński,Poland,456.12
831,Mohammad Sadegh Majidi (محمد صادق مجیدی),Iran,456.32
832,Xuan Liu (刘璇),China,456.78
833,Zhi Li (李志),China,456.8
834,Daniel Escobar,Guatemala,456.91
835,Jacob Turrubiartes,USA,456.97
836,Magnus Storm Tallaksen,Norway,457.17
837,Madhav Singh,India,457.21
838,Sebastián Herrera Pomares,Costa Rica,457.23
839,Andrew Bae,USA,457.24
840,Chunyu Zhang (张春雨),China,457.3
841,Leon Schmidtchen,Germany,457.35
842,Chan Hay Yin (陳希言),Hong Kong,457.65
843,Gábor Slezák,Hungary,457.67
844,Phoenix Patterson,Australia,457.68
845,Qingbin Chen (陈庆斌),China,457.83
846,Yan-Rui Chen (陳彥叡),Taiwan,457.92
847,Qijun Miao (缪其隽),China,458.0
848,Jiahe Tang (唐嘉禾),China,458.03
849,Om Joshi,USA,458.1
850,Zhichun Li (李志纯),China,458.15
851,Allen Gustrowsky,USA,458.16
852,Chen Yang (杨宸),China,458.27
853,Riley Woo,USA,458.42
854,Kaloyan Galabinov,Bulgaria,458.68
855,Cheng-Ru Yang,New Zealand,458.81
856,Stephano Saucedo Reyes,Mexico,458.86
857,Jules Desjardin,France,458.96
858,Damián Campos,Argentina,459.06
859,Chan Hui Tung (陳許瞳),Hong Kong,459.18
860,George Scholey,United Kingdom,459.28
861,Chung-Han Hsu (許鍾瀚),Taiwan,459.36
862,Yang Li (李扬),China,459.42
863,Anthony Lafourcade,France,459.44
864,Yee Wei Ji,Singapore,459.51
865,Coren Broughton,Canada,459.51
866,Yuze Li (李雨泽),China,459.52
867,Dongzhe Li (李东哲),China,459.58
868,Max Sun,Canada,459.76
869,Nordarwish Akmal Bin Noor Ibrahim,Malaysia,459.81
870,Tyler Johnson,USA,459.89
871,Darja Makurina,Latvia,459.89
872,Juan Carlos Domínguez Pérez,Mexico,460.1
873,Michel Andre Gonzaga Quijano,Peru,460.16
874,Edoardo Disarò,Italy,460.29
875,Brian Acuña,Philippines,460.32
876,Hong Tan Lam,Norway,460.35
877,Xujia Lei (雷旭嘉),China,460.71
878,Tanzer Balimtas,USA,460.82
879,Zakareya Benbihi,France,460.97
880,Vladislavs Baranovs,Latvia,461.13
881,Anna Battistini,Italy,461.15
882,Vladislav Kaminskiy,Belarus,461.4
883,Shek Ho Hin (石灝軒),Hong Kong,461.55
884,Itthikorn Jittaveeroj (อิทธิกร จิตทวีโรจน์),Thailand,461.68
885,Jiahua Zhang (张家华),China,461.77
886,Jinhao Zheng (郑金昊),China,461.79
887,Monty Wain,Australia,461.96
888,Ricardo Olea Catalán,Germany,461.98
889,Ung Ren Jun,Malaysia,462.02
890,Zihao Wang (王子豪),China,462.06
891,Henry Savich,USA,462.09
892,Jia-He Lai (賴佳禾),Taiwan,462.13
893,Dávid Balog,Hungary,462.21
894,Serena Jones,New Zealand,462.31
895,Vicente Astroza,Chile,462.38
896,Pranav Veera,USA,462.52
897,Luka Jankovic,Serbia,462.57
898,Yaroslav Mikhaylov,Russia,462.84
899,Yuxuan Pan (潘宇轩),China,462.95
900,Colin Cayen,Canada,462.98
901,Dhanasit Srijamorn,New Zealand,463.06
902,José Leonardo Chaparro Prieto,Colombia,463.09
903,Eason Siew Ee Son (蕭奕晨),Malaysia,463.15
904,Zac Graham,Australia,463.22
905,Connor Reid,USA,463.33
906,Aldo José Gramajo de León,Guatemala,463.43
907,Deniz Atak,USA,463.5
908,Zhengyu Zhao (赵正昱),China,463.5
909,Christopher G. Argueta,USA,463.7
910,Krish Shah-Nathwani,USA,463.78
911,Kristóf Veres,Hungary,463.84
912,Corey Sakowski,USA,463.94
913,Heejun Kim (김희준),Korea,464.16
914,Erik Bryland,Sweden,464.2
915,Lorenzo Vigani Poli,Italy,464.38
916,Viktor Kalmar,Austria,464.71
917,Callum McArthur-Mortell,Finland,464.97
918,Ivan Zabrodin,Russia,465.1
919,Federico Da Fonseca,Argentina,465.27
920,Ottfried Kejs,Germany,465.32
921,Jialong Liu (刘嘉龙),China,465.32
922,Duan-Lin He (何端綝),Taiwan,465.46
923,Aniketh Arya,India,465.54
924,Christian Saenz Valdivia,Peru,465.58
925,Alix Jack,France,465.66
926,Liam Orovec,Canada,465.69
927,Zhuoxi Yin (尹卓曦),China,465.8
928,Elvin Thorsen,Sweden,465.82
929,Gabriel Bergue Campos Borges,Brazil,465.89
930,Alan Zhao,Australia,466.01
931,Shonathon Collins,USA,466.06
932,Rodrigo Noe Gonzalez Hidalgo,Mexico,466.14
933,Cade Beck,USA,466.42
934,Junichiro Taniguchi (谷口淳一郎),Japan,466.44
935,Angel Torres Perez,Mexico,466.5
936,Yicheng Bao (包亦成),China,466.53
937,Jiacheng Peng (彭家诚),China,466.55
938,Hendry Cahyadi,Indonesia,466.6
939,Jun Fei (费俊),China,466.63
940,Yu Zhou (周煜),China,466.63
941,Brayden Wroten,USA,466.68
942,Angel Omar Pérez Cuate,Mexico,466.72
943,Kaimu Chen (陈楷沐),China,466.76
944,Jihu Mun,USA,466.76
945,Amir Husain,Kazakhstan,466.78
946,Ash Black,USA,466.79
947,Kenneth Tran,Norway,466.83
948,Dawid Wójcik,Poland,466.92
949,Eduardo Antonio Lara Martínez,Mexico,467.04
950,Max Granlund,Finland,467.34
951,Hui Hing Ho (許鑫豪),Hong Kong,467.72
952,Daniel Hicklin,USA,467.77
953,Mert Sağdınç,Turkey,467.87
954,Ziyi Chen (陈子怡),China,467.96
955,Thompson Clarke,Canada,467.99
956,Jerzy Chmiel,Poland,468.01
957,Haining Wang (王海宁),China,468.14
958,Micha Zahnd,Switzerland,468.22
959,Diego Boasso Vera,Brazil,468.38
960,Jack Bellomy,USA,468.4
961,Marie Vincent,France,468.4
962,Nicolás Shwkyng Monroy,Colombia,468.45
963,Gerson Natanael,Indonesia,468.72
964,Can Gücüyener,Turkey,468.74
965,Mason Langenderfer,USA,468.74
966,Grzegorz Szumigaj,Poland,468.77
967,Jérôme Carlier,Belgium,468.78
968,David Alberto García Moreno,Mexico,468.8
969,Dhruv Arora,India,469.33
970,Cole Wohlgemuth,USA,469.33
971,Sam Myung,USA,469.38
972,Marcus Siu,United Kingdom,469.43
973,Luke Van Laningham,USA,469.44
974,Volodymyr Korol (Володимир Король),Ukraine,469.71
975,César Abraham Briones Arreola,Mexico,469.74
976,Takayuki Tanaka (田中隆喜),Japan,469.78
977,Jianxu Chen (陈建旭),China,469.89
978,Carlo Glod,Luxembourg,470.14
979,Clyde Dencer Tutor,Philippines,470.14
980,Jiahui Zhu (朱嘉辉),China,470.19
981,Manuel Bühler,Switzerland,470.29
982,Lydia Workman,USA,470.33
983,Jorge Castillo Matas,Spain,470.72
984,Tomas Jankauskas,Lithuania,470.72
985,Niclas Mach,Germany,470.81
986,Ricardo Sierra Villalobos,Mexico,470.83
987,Kevin Arturo Huamán Ruiz,Peru,470.91
988,Altanbagana Altangerel (Алтангэрэл Алтанбагана),Mongolia,470.94
989,Matthieu Aubert,France,470.97
990,Dmitrii Dusheiko (Дмитрий Душейко),Russia,470.98
991,Lê Trần Đức,Vietnam,471.23
992,Matheus de Souza Rezende,Brazil,471.23
993,Brandon Poulton,United Kingdom,471.23
994,Julen Simón Iriarte,Spain,471.43
995,Bhavya Kumar,India,471.5
996,Patryk Zawieja,Poland,471.68
997,Mohammad Hosein Abbasi (محمد حسین عباسی),Iran,471.7
998,Hongshuo Wei (魏宏硕),China,471.73
999,Reinier Schippers,Netherlands,471.74
1000,Timo Günthardt,Switzerland,471.75
1001,Jure Gregorc,Slovenia,471.79
1002,Yuanji Jiang (蒋元吉),China,471.79
1003,Xiang-Fu Tian (田翔富),Taiwan,471.8
1004,Matias Rasmussen,Denmark,471.84
1005,Kyra Joiner,USA,471.95
1006,Sui Gao (高随),China,471.96
1007,Aniq Bin Addy Zulkifly,Malaysia,472.02
1008,Jonathan Blöcher,Germany,472.02
1009,Chih-Chuan Yang (楊智全),Taiwan,472.08
1010,Yiting Chen (陈怡廷),China,472.15
1011,Daniel Goodman,USA,472.3
1012,Viktor Ejlertsson,Sweden,472.7
1013,Christopher Haslinger,Austria,472.77
1014,Angel Jesus Panebra Rodriguez,Peru,472.82
1015,Chuhao Guo (郭楚昊),China,472.87
1016,Jakub Grzyb,Poland,472.89
1017,Timur Kakhanovich,Belarus,473.04
1018,Xiaojing Zhang (张小静),China,473.07
1019,Kakeru Fukuda (福田翔),Japan,473.51
1020,Myles Jarman,Australia,473.52
1021,Daniel Jamrużka,Poland,473.53
1022,Jason White,USA,473.53
1023,Hoàng Hà Thủy Tiên,Vietnam,473.57
1024,David Lim,New Zealand,473.69
1025,Jorge Alfageme Sotillos,Spain,473.77
1026,Daniel C. Bedoya,Bolivia,473.84
1027,Denis Gromov (Денис Громов),Russia,473.89
1028,Matthew Sieredzinski,Australia,474.64
1029,Luis Angel Soto Castillo,Panama,474.66
1030,Lucinda Zhou,USA,474.77
1031,Vladislav Kozhin,Russia,474.96
1032,Pablo César Martínez Ramírez,Mexico,475.17
1033,Chuhe Fang (方楚贺),China,475.2
1034,Matthew Lee,Canada,475.49
1035,Siyu Sun (孙思雨),China,475.59
1036,Norbert Héjja,Hungary,475.77
1037,Mohammed Aiman Koli,India,475.94
1038,Artem Yashkov,Russia,476.01
1039,Chilin Fang (方炽霖),China,476.08
1040,Martin Kraut,Germany,476.16
1041,Andrés Felipe Rubiano Forero,Colombia,476.27
1042,Hector David Martinez Argaez,Colombia,476.28
1043,Zhanat Kazez (Жанат Казез),Kazakhstan,476.43
1044,Sameer Chawla,USA,476.65
1045,Abhi Gawande,India,476.83
1046,William Harris,USA,476.84
1047,Mateusz Bednarczyk,Poland,477.03
1048,Cheng-Hua Wu (巫政樺),Taiwan,477.12
1049,Jakob Obleser,Germany,477.16
1050,Mannessah Kani,Australia,477.37
1051,Roy Lee,USA,477.4
1052,Han-Cyun Chen (陳翰群),Taiwan,477.53
1053,Bingqing Xiong (熊柄清),China,477.79
1054,Amauri Miguel Caballero,Dominican Republic,477.81
1055,Ivo Bakker,Netherlands,477.92
1056,Vito Kosasih (高耀梁),Indonesia,478.14
1057,Adrien Neveu,France,478.16
1058,Ben Stokes,United Kingdom,478.32
1059,Szymon Brzana,Poland,478.58
1060,Aral Askarov,Kazakhstan,478.59
1061,Xinjie Chen (陈信杰),China,478.68
1062,Pavlo Bondar (Павло Бондар),Ukraine,478.87
1063,Guido Dipietro,Argentina,478.88
1064,Jiankun Wu (吴健坤),China,478.95
1065,Marcos Meibel Corral Murillo,Mexico,479.27
1066,Daniel Esteban Rivera Diban,Peru,479.42
1067,Dylan Cossin,USA,479.6
1068,Kristoffer Vasehus,Denmark,479.64
1069,Anton Forsell,Sweden,479.71
1070,Timur Mavlyanov,Uzbekistan,479.72
1071,Jeisson Castrillon Calderón,Colombia,479.77
1072,Sydney Weaver,USA,479.78
1073,Chingizkhan Mukhametdinov,Russia,479.96
1074,Haodong Cheng (程昊东),China,480.08
1075,Minghao Zhou (周明昊),China,480.55
1076,Gustavo Carbajal González,Mexico,480.59
1077,Yujian Song (宋雨键),China,480.66
1078,Bintang Kurnia Putra,Indonesia,480.77
1079,Zheng Lin (林铮),China,480.89
1080,Maciej Czapiewski,Poland,480.91
1081,Jostin Alvarez,Costa Rica,480.94
1082,João Vinícius de Andrade Santos,Brazil,480.97
1083,Luke Cho,USA,481.06
1084,Yi-Jen Hsueh (薛以仁),Taiwan,481.15
1085,Baiqiang Dong (董百强),China,481.18
1086,Chetan Roger Dhanjal,India,481.43
1087,Bhargav Narasimhan,India,481.5
1088,Zeke Mackay,USA,481.53
1089,Teh Keng Foo (郑庆富),Malaysia,481.69
1090,Allan Tabriez Rosyada,Indonesia,481.71
1091,Bruno Lezama,Uruguay,481.75
1092,Jonas Rajagopal,USA,481.95
1093,Smrz Dancel,Philippines,482.04
1094,Marco Giordano,Italy,482.05
1095,Amir Murzakarimov (Амир Мурзакаримов),Kazakhstan,482.06
1096,Daniel Estrada Chávez,Mexico,482.08
1097,Christian Foyle,Australia,482.08
1098,Kevin Nicolás Reyes Goya,Ecuador,482.28
1099,Chang Hong Liang,Singapore,482.3
1100,Joshua Zhang,USA,482.41
1101,Zachary Friedman,USA,482.59
1102,John Eppley,USA,482.64
1103,Fengkai Zhang (张丰凯),China,482.64
1104,Sébastien Auroux,Germany,482.7
1105,Emanuel Capule,Philippines,482.82
1106,Callum James Goodyear,United Kingdom,482.9
1107,Abishua James Thomas,Canada,483.14
1108,Matthew Cook,Australia,483.25
1109,Jiayong Tian (田佳勇),China,483.27
1110,Yilin Yang (杨逸麟),China,483.38
1111,Liam Highducheck,Australia,483.43
1112,Jhon Alexander Taboada Temple,Peru,483.45
1113,Matías Ponte,Argentina,483.63
1114,Shao-Yu Hu (胡紹宇),Taiwan,483.73
1115,Guillaume David,Belgium,483.82
1116,Brady Metherall,Canada,483.84
1117,Phillip Hoff,USA,483.91
1118,Alaik Bhatia,India,484.02
1119,Lim Chun Yik,Malaysia,484.29
1120,Stanisław Dąbrowski,Poland,484.41
1121,Brian Allen,Australia,484.43
1122,Miguel Ángel Hernández,Panama,484.54
1123,Jurgen Lara,Guatemala,484.6
1124,Ibrahim Vajgel-Shedid,Canada,484.7
1125,Jolo Endona,Philippines,484.91
1126,Abhijeet Ghodgaonkar,India,485.09
1127,Angel Arrioja Landa,Mexico,485.21
1128,Ugnius Byron Braun,Lithuania,485.23
1129,Kobe Balin,USA,485.34
1130,David Ludwig,USA,485.36
1131,Linus Kunath,Germany,485.45
1132,Jon Meilstrup,USA,485.51
1133,José Enrique Jiménez,El Salvador,485.76
1134,Maksymilian Misiak,Poland,485.85
1135,Yen-Pin Xiao (蕭彥平),Taiwan,486.08
1136,Diego Villarreal Salinas,Mexico,486.23
1137,Wei Yuen Teh,Malaysia,486.3
1138,Ivan Krueger,USA,486.65
1139,Ethan Dennis,USA,486.7
1140,Vincentiu Tarsoaga,Romania,486.85
1141,Yevheniia Melnykova (Євгенія Мельникова),Ukraine,486.87
1142,Diego Serrano Martínez,Spain,486.88
1143,Leonid Palchenko (Леонід Пальченко),Ukraine,487.47
1144,Jakub Hamkało,Poland,487.56
1145,Mihály Horváth,Hungary,487.78
1146,Benjamin Stulken,USA,487.89
1147,Justin Gou,USA,487.91
1148,John Edison Ubaldo,Philippines,488.04
1149,Jithin Prakash,India,488.11
1150,Travis Burkett,USA,488.28
1151,Ethan Jan,USA,488.34
1152,Miguel Angel López Nerio,Mexico,488.47
1153,Park Sin Ho (박신호),Korea,488.68
1154,Xiao Sun (孙晓),China,488.84
1155,Aaron LoPrete,USA,488.89
1156,Patrick Hetco,Germany,488.9
1157,Shin Myeong Park (박신명),Korea,489.1
1158,Dan Pastushkov,USA,489.18
1159,Stephen Waller,United Kingdom,489.28
1160,Choi Hyo-jin (최효진),Korea,489.29
